class,has_photo,followers_count,has_occupation,friends_count,online,comments_count,comment_stickers_count,comment_text_length,mean_friend_online,min_friend_online,max_friend_online,mean_friend_age,min_friend_age,max_friend_age,mean_friend_has_photo,min_friend_has_photo,max_friend_has_photo,mean_friend_followers_count,min_friend_followers_count,max_friend_followers_count,mean_comments_count,min_comments_count,max_comments_count,mean_has_attachments,min_has_attachments,max_has_attachments,mean_likes_count,min_likes_count,max_likes_count,mean_reposts_count,min_reposts_count,max_reposts_count,mean_views_count,min_views_count,max_views_count
2,1,153,175,4,0,0.0,0.0,7.090909090909091,0,36,25.746031746031747,14,59,0.9148936170212766,0,1,210.08510638297872,0,2628,0,217.10022875816995,0,1761,1.2784803921568628,0,10,2345.4959477124185,0,22270,1059.1266503267973,0,9274,334849.96683006536,101,1813372
2,1,96,96,44,1,0.0,277.0,5.495049504950496,0,30,27.0,21,111,0.847457627118644,0,1,112.71186440677968,0,1104,1,16.187011834319527,0,182,1.2351479289940828,0,9,2078.5735798816568,0,27414,368.1698224852071,0,6753,46281.69565088757,10,920916
2,1,140,213,20,0,0.0,0.0,5.981481481481482,0,44,29.81914893617021,14,120,0.8581560283687943,0,1,361.34751773049646,0,38071,1,0.1290748898678414,0,3,1.7323788546255507,0,10,4.776541850220264,0,17,1.0849118942731275,0,7,213.98359030837003,10,1375
2,1,65,173,24,0,0.0,0.0,6.1807909604519775,0,50,24.20689655172414,17,47,0.8588235294117647,0,1,94.2470588235294,0,613,0,42.436181818181815,0,1033,2.9155,0,10,1037.8867727272727,0,16946,610.9447272727273,0,30703,234233.33381818185,3,944195
2,1,54,162,203,0,0.0,0.0,6.110429447852761,0,27,27.666666666666668,18,117,0.8840579710144928,0,1,127.4927536231884,0,1382,1,105.63211693548386,0,960,1.3925806451612903,0,10,6825.574778225807,0,105630,1820.8703427419357,0,70739,357496.4077217742,1,2114227
2,1,447,210,33,0,0.0,0.0,6.265402843601896,0,35,27.734177215189877,16,122,0.9145299145299144,0,1,157.06837606837607,0,3311,1,42.01431034482759,0,818,3.354655172413793,0,10,1628.205,0,21710,2106.2875,0,40641,408645.7984482759,1389,2584417
2,1,111,131,176,0,0.0,0.0,6.305343511450381,0,21,31.67391304347826,17,122,0.8507462686567164,0,1,114.91044776119404,0,1170,0,96.42613259668508,0,710,3.4417127071823206,0,10,249.43127071823204,0,3004,339.00972375690606,0,6190,86070.3855801105,3,626661
2,1,561,226,23,0,0.0,0.0,5.630434782608695,0,28,29.944444444444443,19,121,0.8346456692913385,0,1,176.90551181102362,0,1513,1,8.898,0,191,1.653375,0,10,49.7245,0,530,19.81975,0,964,5978.62225,80,119918
2,1,216,71,165,0,0.0,0.0,6.027777777777778,0,22,29.2,21,105,0.9047619047619048,0,1,137.6904761904762,0,735,0,3.2575,0,40,1.7476315789473684,0,9,169.51763157894737,0,3815,70.07328947368421,0,2071,51315.02,13,508090
2,1,432,254,134,1,0.0,50.0,9.11328125,0,43,27.92929292929293,16,105,0.9014084507042254,0,1,180.38028169014083,0,1466,0,2.5762222222222224,0,100,2.2942222222222224,0,10,25.530666666666665,0,278,6.212666666666666,0,487,2925.6627777777776,4,43163
2,1,298,121,83,0,0.0,0.0,5.424,0,34,35.21052631578947,18,121,0.9102564102564102,0,1,232.7948717948718,0,6478,0,15.67505376344086,0,294,3.9846236559139783,0,10,572.174193548387,3,3506,59.60720430107527,0,1195,38204.81408602151,346,145930
2,1,101,177,49,0,0.0,0.0,4.770949720670391,0,35,32.0,15,121,0.7840909090909091,0,1,113.92045454545456,0,1399,1,41.3545652173913,0,1289,1.663695652173913,0,10,1070.768804347826,0,7112,515.7346739130435,0,5933,70318.62576086956,109,529078
2,1,498,158,0,0,0.0,0.0,4.1455696202531644,0,30,29.349206349206348,15,120,0.8775510204081632,0,1,133.10204081632654,0,1351,0,32.90030303030303,0,871,1.1056060606060607,1,6,1085.3960606060607,0,41652,131.43772727272727,0,4813,96523.56515151515,80,2853835
2,1,139,122,85,0,0.0,0.0,5.023809523809524,0,20,32.5,16,122,0.9487179487179488,0,1,95.8846153846154,0,728,1,4.960645161290323,0,78,6.75741935483871,0,10,6.589032258064516,0,205,6.61,0,261,8553.740967741935,18,67700
2,1,287,178,37,0,0.0,0.0,6.113513513513514,0,42,27.06896551724138,20,121,0.8076923076923077,0,1,89.625,0,732,0,10.201449275362318,0,137,1.721690821256039,0,10,44.18821256038648,0,379,7.149371980676328,0,81,4100.916473429952,35,27882
2,1,90,106,14,0,0.0,0.0,7.327102803738318,0,31,22.73809523809524,17,50,0.8909090909090909,0,1,101.61818181818182,0,495,1,8.655432098765433,0,54,1.2495061728395065,0,7,57.87827160493827,2,365,4.449876543209877,0,68,1142.977407407407,2,9286
2,1,302,150,73,2,0.0,50.0,5.371794871794871,0,36,31.660377358490567,19,122,0.9324324324324323,0,1,154.8108108108108,0,2913,0,18.745652173913044,0,343,3.3246739130434784,0,10,926.1940217391304,1,7669,1363.4197826086956,0,13503,218254.9484782609,1074,1383768
2,1,469,286,50,0,0.0,0.0,6.555921052631579,0,36,25.017094017094017,14,102,0.8791946308724832,0,1,198.8120805369128,0,2825,1,217.10022875816995,0,1761,1.2784803921568628,0,10,2345.4959477124185,0,22270,1059.1266503267973,0,9274,334849.96683006536,101,1813372
2,1,223,166,4,0,0.0,0.0,4.183431952662722,0,26,30.44117647058824,15,117,0.8469387755102041,0,1,206.3673469387755,0,3229,0,2.6816304347826088,0,163,5.187608695652174,0,10,888.5138043478261,0,7653,149.57152173913045,0,2641,61924.4195652174,56,561255
2,1,235,96,145,0,0.0,0.0,7.464646464646464,0,33,27.3125,19,120,0.8833333333333333,0,1,141.66666666666666,0,1018,1,105.63211693548386,0,960,1.3925806451612903,0,10,6825.574778225807,0,105630,1820.8703427419357,0,70739,357496.4077217742,1,2114227
2,1,203,151,60,0,0.0,0.0,3.3509933774834435,0,40,30.60975609756097,16,120,0.7241379310344828,0,1,54.50574712643678,0,645,1,7.436098838160694,0,108,1.4909180166912126,0,2,577.0134184257896,6,3385,41.95941744395353,1,233,53903.08771068565,1426,151847
3,1,11,145,11,0,0.0,0.0,4.303571428571429,0,28,38.51470588235294,23,117,0.9285714285714286,0,1,102.70408163265306,0,1171,0,0.5897345132743362,0,13,0.889646017699115,0,10,19.924867256637167,0,124,2.1546017699115043,0,16,1560.453539823009,10,8934
3,1,269,270,40,0,0.0,0.0,2.461818181818182,0,34,38.095652173913045,16,117,0.9520958083832336,0,1,101.73053892215567,0,888,0,,0,0,,0,0,,0,0,,0,0,,0,0
3,1,245,494,13,0,0.0,0.0,1.9738430583501003,0,33,35.61309523809524,16,105,0.7076023391812866,0,1,97.82748538011695,0,4342,1,0.0,0,0,1.638,0,9,1439.1060952380951,0,43417,280.37790476190474,0,3831,131793.51866666667,901,2800473
3,1,26,104,14,0,0.0,0.0,3.9722222222222223,0,27,31.153846153846157,20,48,0.8970588235294118,0,1,130.30882352941177,0,914,1,4.725490196078432,0,97,4.176960784313725,0,10,432.971274509804,0,5965,87.08941176470589,0,2197,55706.04098039216,24,526167
3,1,529,838,24,0,0.0,0.0,3.8824188129899215,0,38,33.32596685082873,14,122,0.8178752107925801,0,1,113.84991568296796,0,4053,1,10.77027027027027,0,261,1.3924324324324324,0,9,346.05554054054056,0,7113,20.16554054054054,0,582,35055.60810810811,121,485253
3,1,282,978,21,0,0.0,0.0,4.362376237623763,0,31,30.977995110024448,14,120,0.835243553008596,0,1,128.22922636103152,0,6176,1,2.3748529411764707,0,89,2.3075,0,8,36.72117647058823,0,1569,8.819558823529412,0,2122,9489.748382352942,21,160640
3,0,43,462,16,0,0.0,0.0,3.1517094017094016,0,36,36.27878787878788,14,120,0.6882022471910112,0,1,79.94662921348315,0,1811,0,1.134,0,51,2.4852857142857143,0,10,4.693142857142857,0,24,0.3018571428571429,0,6,246.09471428571428,3,3488
3,1,160,506,0,0,0.0,0.0,1.8385826771653544,0,37,36.786096256684495,15,103,0.8173913043478261,0,1,144.51014492753623,0,7119,0,0.3297911322828875,0,6,4.451813851227556,0,10,6.211432759252474,1,13,0.47233418834738,0,2,103.6628801758886,21,408
3,1,26,124,36,0,0.0,0.0,3.901960784313725,0,22,39.925,14,92,0.8979591836734694,0,1,52.58163265306123,0,678,0,8.53225352112676,0,154,0.992676056338028,0,10,14.734225352112675,0,428,1.3452112676056338,0,84,2546.1218309859155,7,19317
3,1,85,123,30,0,0.0,0.0,7.818897637795276,0,42,27.666666666666668,19,61,0.8356164383561644,0,1,163.7123287671233,0,1813,1,217.10022875816995,0,1761,1.2784803921568628,0,10,2345.4959477124185,0,22270,1059.1266503267973,0,9274,334849.96683006536,101,1813372
3,1,3,283,3,0,0.0,0.0,1.7147887323943662,0,14,28.302325581395348,16,119,0.8958333333333334,0,1,175.43055555555554,0,1643,1,68.01786885245902,0,1022,1.6001639344262295,1,10,3188.3403278688525,3,28172,72.29147540983607,0,1367,117311.2644262295,62,826704
3,1,997,252,26,0,0.0,0.0,7.806324110671936,0,34,28.95604395604396,14,64,0.9626865671641792,0,1,298.56716417910445,0,2745,1,1.8586206896551725,0,81,8.22051724137931,1,10,205.8346551724138,0,2242,88.5848275862069,1,851,15037.522931034482,63,121470
3,1,206,95,16,0,0.0,0.0,3.8,0,29,30.2,19,62,0.8360655737704918,0,1,216.80327868852456,0,1726,1,0.2410810810810811,0,14,6.080135135135135,0,10,2.440810810810811,0,39,3.45081081081081,0,35,2608.036891891892,1,19625
3,1,467,316,145,0,0.0,0.0,5.711764705882353,0,45,29.452830188679247,16,112,0.8883495145631068,0,1,87.19417475728156,0,845,0,2.8638983050847457,0,48,5.732584745762712,0,10,13.606525423728812,0,1044,14.191398305084746,0,505,11559.25622881356,14,750892
4,1,44,77,2,0,0.0,0.0,2.5974025974025974,0,20,34.76,18,48,0.9545454545454546,0,1,119.61363636363636,0,430,1,9.695076923076924,0,217,3.047692307692308,0,10,214.16446153846155,0,2479,56.02384615384615,0,1132,25079.82507692308,350,187234
4,1,104,163,0,0,0.0,0.0,2.2621951219512195,0,26,37.459016393442624,22,107,0.8571428571428571,0,1,140.21428571428572,0,3570,1,0.0,0,0,1.0,1,1,1.5,1,2,1.0,1,1,62.42857142857143,59,66
4,1,54,383,8,32,0.3125,17.5,3.0658227848101265,0,71,39.73684210526316,15,119,0.8523206751054853,0,1,140.30379746835442,0,5446,1,13.114605263157896,0,104,6.221184210526316,1,10,947.1060526315788,1,6732,93.79526315789474,0,1045,54893.4775,813,429006
4,1,121,224,3,0,0.0,0.0,2.0044642857142856,0,33,37.71428571428572,26,111,0.9612903225806452,0,1,101.16774193548387,0,2907,0,34.12095238095238,0,2002,1.01,0,3,199.7565476190476,0,4682,58.39869047619048,0,1988,105739.64607142858,14,793641
4,1,10,101,0,0,0.0,0.0,2.284313725490196,0,21,38.97916666666666,17,118,0.8985507246376812,0,1,82.95652173913044,0,1363,0,1.07,0,31,1.3,0,8,16.65,6,255,0.76,0,39,324.7654166666667,93,13410
4,1,169,307,2,0,0.0,0.0,2.0754716981132075,0,43,36.70796460176991,16,62,0.801980198019802,0,1,128.3019801980198,0,4664,1,1.3254807692307693,0,82,1.7082692307692309,0,10,47.035384615384615,0,694,2.504134615384616,0,80,2040.11125,14,10984
4,1,1091,288,46,0,0.0,0.0,4.551612903225807,0,49,30.889830508474574,16,117,0.9491525423728814,0,1,404.14689265536725,0,7017,1,3.9061538461538463,0,61,5.881868131868132,1,10,6.8354945054945055,0,62,2.9453846153846155,0,42,1686.85010989011,13,11904
4,1,101,227,4,7,0.0,17.857142857142858,4.012820512820513,0,43,33.45378151260504,14,121,0.9085365853658536,0,1,64.67073170731707,0,1099,1,0.0,0,0,4.679056603773585,0,10,158.2552830188679,0,12315,123.4890566037736,0,6299,33078.082264150944,0,554812
4,1,53,73,0,0,0.0,0.0,1.8783783783783785,0,23,40.294117647058826,18,62,0.9107142857142856,0,1,212.28571428571428,0,5679,1,11.558333333333334,0,393,1.7528333333333332,0,5,234.4535833333333,0,8116,46.96391666666667,0,1089,50896.96375,100,493592
4,1,27,45,3,0,0.0,0.0,2.9166666666666665,0,26,41.0,31,50,0.7631578947368421,0,1,55.76315789473684,0,715,1,396.7616587677725,0,4616,1.1077725118483412,0,8,828.4272037914692,0,18429,389.6211848341232,0,5924,215636.7481516588,0,1725412
4,1,61,507,1,0,0.0,0.0,2.185185185185185,0,80,37.70916334661354,15,104,0.8796791443850267,0,1,71.06684491978609,0,1212,0,1.0567441860465117,0,23,1.8244186046511628,0,10,37.53593023255814,0,560,2.122906976744186,0,43,1909.961627906977,4,13179
4,1,12,82,0,0,0.0,0.0,1.35,0,10,36.47727272727273,17,108,0.8333333333333334,0,1,38.16666666666666,0,323,0,13.321473684210526,0,422,1.3832631578947368,1,7,126.82410526315788,0,4316,32.943473684210524,0,1452,61259.79915789474,327,878187
4,1,110,2118,39,16,0.0,30.125,4.287940935192781,0,84,36.94001518602885,14,122,0.9718475073313784,0,1,408.6651026392962,0,143602,0,1.4262459303781618,0,13,1.3708990733784123,0,10,14.440520911595293,0,31,3.2844978712747306,0,12,381.2732281492612,5,1085
4,1,32,124,3,0,0.0,0.0,1.8267716535433072,0,28,38.48809523809524,15,92,0.8543689320388349,0,1,38.271844660194176,0,661,0,2.5239344262295083,0,180,4.723934426229508,0,10,20.35139344262295,0,713,0.8428688524590164,0,14,651.7327049180328,5,9518
4,1,43,215,66,0,0.0,0.0,4.004566210045662,0,21,36.24657534246575,15,110,0.8283582089552238,0,1,82.85074626865672,0,1040,1,5.27935064935065,0,161,1.6664935064935065,1,3,85.87896103896104,0,3892,13.48935064935065,0,1186,11959.80961038961,94,403679
4,1,465,458,44,0,0.0,0.0,4.952586206896552,0,38,39.84065934065934,14,109,0.9601328903654484,0,1,272.202657807309,0,5485,1,0.9542424242424242,0,15,3.164040404040404,0,10,4.147373737373737,0,125,1.8423232323232324,0,81,2742.990404040404,0,136786
4,1,40,230,1,0,0.0,0.0,2.3491379310344827,0,36,37.13095238095238,15,120,0.6228571428571429,0,1,81.76571428571428,0,2864,1,27.226359375,0,391,1.5590625,0,10,317.9760859375,0,8064,78.623421875,0,2034,26872.95371875,0,142682
4,1,589,302,27,0,0.0,0.0,3.443708609271523,0,36,39.01851851851852,16,121,0.892018779342723,0,1,290.5399061032864,0,3990,1,16.564745762711865,0,197,2.091186440677966,0,10,113.91338983050848,0,2044,43.4971186440678,0,937,30019.310508474577,123,722339
4,1,119,112,80,9,0.0,103.0,4.215517241379311,0,36,39.08474576271186,16,122,0.963855421686747,0,1,171.3012048192771,0,5092,0,54.4142,0,900,2.3447,0,10,1246.9296,0,19950,97.3955,0,3279,93803.6597,78,1169453
4,1,4,71,6,0,0.0,0.0,4.285714285714286,0,34,40.94285714285714,28,63,0.98,0,1,190.36,0,4798,0,0.057391304347826,0,6,1.4516304347826088,0,10,156.51489130434783,0,2629,124.11445652173911,0,2778,25730.07402173913,57,371190
4,1,214,197,2,0,0.0,0.0,2.9238578680203045,0,32,45.3469387755102,24,122,0.8347107438016529,0,1,199.50413223140492,0,2096,1,20.492608695652173,0,267,1.1059782608695652,1,10,642.2792391304348,0,15418,363.3736956521739,0,18184,31024.35141304348,10,764746
5,1,3,12,0,0,0.0,0.0,1.8333333333333333,0,7,31.666666666666668,28,34,0.8571428571428571,0,1,185.0,0,548,0,1.760657894736842,0,49,5.036052631578947,0,10,115.81263157894738,1,1955,225.33552631578948,0,1364,22656.41907894737,387,158896
5,1,10,64,0,0,0.0,0.0,6.21875,0,35,43.25,22,119,0.9117647058823528,0,1,90.61764705882354,0,548,0,0.9087234042553192,0,12,4.751702127659574,1,10,15.387872340425533,0,57,1.7153191489361703,0,33,1098.3429787234045,2,5569
5,1,14,58,1,0,0.0,0.0,2.015151515151515,0,40,49.91176470588236,16,73,0.9,0,1,92.36,0,1416,1,0.032258064516129,0,1,3.193548387096774,0,10,21.420821114369502,13,28,0.5483870967741935,0,4,357.4618768328445,217,506
5,1,12,64,55,0,0.0,0.0,3.073529411764706,0,23,39.25,26,61,0.88,0,1,181.54,0,3562,0,11.261370656370657,0,263,1.541023166023166,0,10,34.213745173745174,0,1130,15.29646718146718,0,1959,7036.012837837838,0,180958
5,1,10,26,0,0,0.0,0.0,1.8888888888888888,0,12,38.35714285714285,14,59,0.8571428571428571,0,1,259.7142857142857,0,3562,0,13.55475,0,503,2.1234166666666665,1,10,78.55591666666666,0,1294,10.384083333333333,0,166,6135.28125,18,34797
5,1,1,107,1,1,0.0,66.0,2.163793103448276,0,30,44.65822784810127,14,92,0.8315789473684211,0,1,39.44210526315789,0,1210,0,26.851372549019608,0,1457,1.1872549019607843,0,10,213.1113725490196,0,47391,11.035098039215686,0,718,33782.691666666666,1,1111667
5,1,5,33,18,0,0.0,0.0,5.147058823529412,0,29,49.125,30,109,0.875,0,1,197.45833333333331,0,871,1,8.882660550458716,0,327,0.9357798165137616,0,6,22.27834862385321,0,679,14.587614678899085,0,530,7702.025504587156,21,54232
5,1,48,58,34,0,0.0,0.0,3.276923076923077,0,18,46.0,15,78,0.8974358974358975,0,1,188.3846153846154,0,2039,0,56.77040150746485,0,1063,1.1004493404841282,0,10,2135.8476590810264,0,52601,236.3701985795043,0,7207,183688.2682997536,62,1447371
5,1,26,731,6,1,0.0,24.0,4.0876685934489405,0,63,42.0,14,109,0.9402390438247012,0,1,243.9601593625498,0,7473,1,27.226359375,0,391,1.5590625,0,10,317.9760859375,0,8064,78.623421875,0,2034,26872.95371875,0,142682
5,1,42,232,74,0,0.0,0.0,5.848979591836735,0,39,35.10989010989011,16,84,0.85,0,1,154.52142857142857,0,2864,0,9.043246753246754,0,88,2.4324675324675327,0,10,714.5680519480519,0,5459,52.08480519480519,0,771,11644.945324675326,0,116382
5,1,8731,5000,54,10,0.1,84.1,6.2721251149954,0,85,40.90127565169163,14,122,0.983304347826087,0,1,1594.6302608695653,0,127920,0,4.010655737704918,0,101,1.8711475409836065,0,3,82.20590163934426,0,506,46.92770491803279,0,402,14423.612295081968,114,154398
5,1,180736,5000,8,0,0.0,0.0,3.507670119312967,0,63,40.73732562095951,14,122,0.98744769874477,0,1,789.9945083682009,0,153003,1,0.8763440860215054,0,22,0.9847311827956988,0,2,79.6831182795699,0,334,15.956881720430108,0,47,16115.281505376344,11,53912
5,1,116720,86,172,0,0.0,0.0,5.022988505747127,0,21,46.94444444444444,15,67,1.0,1,1,745.8030303030303,0,9275,1,14.25975,0,276,1.860625,0,10,205.26275,0,3884,33.65575,0,2432,40114.20775,176,263620
5,1,179823,0,46,0,0.0,0.0,,0,0,,0,0,,0,0,,0,0,1,6.735730337078651,0,150,2.1121348314606743,0,10,122.88808988764043,0,3374,9.508539325842696,0,211,22923.74202247191,78,180036
5,1,48,177,15,8,0.0,68.5,5.7591623036649215,0,49,42.85714285714285,14,122,0.9210526315789472,0,1,294.60526315789474,0,4060,0,1.2084883720930233,0,65,2.701046511627907,0,9,37.20325581395349,0,592,3.201395348837209,0,145,1734.698953488372,3,15670
5,1,159,204,38,4,1.0,0.0,2.376854599406528,0,18,22.53191489361702,14,121,0.9596774193548387,0,1,91.2016129032258,0,1503,1,0.7527027027027027,0,17,5.477567567567568,0,10,47.355135135135136,0,489,1.8686486486486489,0,29,2741.037567567568,21,45189
5,1,400,290,68,5,0.0,20.8,4.032258064516129,0,31,42.03875968992248,15,122,0.9117647058823528,0,1,139.47549019607845,0,2560,1,24.41230769230769,0,248,2.130153846153846,0,10,25.252,0,383,9.57876923076923,0,331,17592.042,143,864461
5,1,231,133,42,17,0.0,10.882352941176473,4.096551724137931,0,28,42.36507936507937,15,121,0.9666666666666668,0,1,163.7111111111111,0,2697,1,2.51344262295082,0,52,0.9532786885245902,0,10,13.437704918032788,0,125,1.4655737704918033,0,13,3429.510655737705,7,7701
5,1,56,163,11,0,0.0,0.0,3.341317365269461,0,46,43.252631578947366,16,121,0.8484848484848485,0,1,34.39393939393939,0,388,0,27.226359375,0,391,1.5590625,0,10,317.9760859375,0,8064,78.623421875,0,2034,26872.95371875,0,142682
2,1,432,103,127,0,0.0,0.0,1.796116504854369,0,11,30.77083333333333,16,121,0.9516129032258064,0,1,240.4516129032258,0,2925,0,21.012417582417584,0,248,1.5323076923076924,0,10,116.4267032967033,0,1618,26.86021978021978,0,599,10017.04065934066,0,41901
2,1,334,156,178,0,0.0,0.0,1.1708860759493671,0,10,23.62857142857143,17,61,0.9263157894736842,0,1,277.8315789473684,0,3400,1,15.56070460704607,0,79,2.029512195121951,1,10,1270.8368021680217,0,6441,104.35918699186992,0,939,14957.634281842818,5,585427
